Date,Album,Artist,Tags,Record_Label,Record_Label_Loc,Author,spotify_match_status,spotify_id,spotify_url,spotify_artist_id,spotify_match_artist,spotify_match_album,spotify_release_date,spotify_release_date_precision,spotify_album_type,spotify_total_tracks,spotify_image_url,spotify_upc,spotify_ean,spotify_copyright,spotify_artist_status,spotify_artist_image_url,spotify_artist_url
"March 09, 2022",IV,Letting Up Despite Great Faults,Alternative,Independent Artist,"Los Angeles, California",Jude Noel,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86054s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 08, 2022","The Tunnel, The Well, Holy Bedlam",JIRM,Rock,Ripple Music,"San Ramon, California",Jeff Terich,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86054s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 07, 2022",Maloo,Maylee Todd,,Independent Artist,"Los Angeles, California",Tasha Viets-VanLear,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86054s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 04, 2022",It Was a Home,KAINA,R&amp;B/Soul,Independent Artist,"Chicago, Illinois",Amaya Garcia,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86054s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 03, 2022","Fiscal, Remote, Distilled",Blanche Blanche Blanche,Experimental,Fievel Is Glauque,"Brooklyn, New York",Miles Bowe,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86054s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 02, 2022",Jupiter’s Purse,MATTIE,R&amp;B/Soul,Independent Artist,"Dallas, Texas",Tasha Viets-VanLear,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86053s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 01, 2022",Strawberry,Caroline Loveglow,Pop,Independent Artist,"Los Angeles, California",Ed Blair,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86053s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 28, 2022",Camino Al Mar,Acid Coco,Latin,Independent Artist,Switzerland,Richard Villegas,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86053s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 25, 2022",Mechanical Sweetness,Alyssa Gengos,Pop,Independent Artist,"Los Angeles, California",Ben Salmon,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86053s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 24, 2022",Plonk,Huerco S.,Electronic,Independent Artist,"Philadelphia, Pennsylvania",Andy Beta,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86052s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 23, 2022",Here Comes The Sunset,Cheer-Accident,Rock,Independent Artist,"Chicago, Illinois",Peter Margasak,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86052s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 22, 2022",Texas Moon,Khruangbin and Leon Bridges,Rock,Khruangbin,"Houston, Texas",Ann-Derrick Gaillot,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86052s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 18, 2022",Soundtrack [313] + 6,The Detroit Escalator Company,Electronic,Mental Groove Records / Musique Pour La Danse,Switzerland,Arielle Gordon,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86052s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 17, 2022",Agadez,Etran de L’Aïr,World,Etran de L&#39;Aïr,"Agadez, Niger",Shy Clara Thompson,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86052s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 16, 2022",Nine Lives,Kendra Morris,R&amp;B/Soul,Independent Artist,"New York, New York",Blake Gillespie,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86051s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 15, 2022",BAMANAN,Rokia Koné & Jacknife Lee,World,Rokia Koné,"Bamako, Mali",Andy Beta,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86051s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 14, 2022",Visitor,Empath,Alternative,empath,"Philadelphia, Pennsylvania",Kerry Cardoza,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86051s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 11, 2022",Armed To The Teeth L​.​M​.​O​.​M​.​M.,Kill Alters,Experimental,Hausu Mountain Records,"Chicago, Illinois",Miles Bowe,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86051s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 10, 2022",lotus deluxe,LANNDS,Alternative,Independent Artist,"Los Angeles, California",Tasha Viets-VanLear,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86051s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 09, 2022",Gold Arc,Tomato Flower,Pop,Independent Artist,"Baltimore, Maryland",Jude Noel,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86050s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 08, 2022",A Time For Healing,Kahil El’Zabar Quartet,Jazz,Kahil El&#39;Zabar,"Chicago, Illinois",Britt Robson,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86050s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 07, 2022",Lore Of The Land,The Order Of The 12,Folk,Richard Norris,"London, UK",Joe Muggs,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86050s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 04, 2022",Where You Are,Teno Afrika,World,Independent Artist,"Pretoria, South Africa",Megan Iacobini de Fazio,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86050s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 03, 2022",Where Myth Becomes Memory,Rolo Tomassi,Metal,Independent Artist,UK,Colin Williams,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86050s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 02, 2022",Pompeii,Cate Le Bon,Alternative,Independent Artist,UK,Elle Carroll,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86049s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 01, 2022","Mainstream Funk: Funk, Soul, & Spiritual Jazz 1971-75",Various Artists,R&amp;B/Soul,WEWANTSOUNDS,"Paris, France",Andy Beta,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86049s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 31, 2022",Soul Connection,John Patton,Jazz,Independent Artist,"London, UK",John Morrison,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86049s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 28, 2022","Pinks & Purples, Summer At Land’s End",The Reds,Pop,"The Reds, Pinks &amp; Purples","San Francisco, California",Ben Salmon,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86049s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 27, 2022",Dissolution Wave,Cloakroom,Rock,Independent Artist,"Northwest, Indiana",Saby Reyes-Kulkarni,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86049s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 26, 2022",IRE,Combo Chimbita,Latin,Independent Artist,"New York, New York",Amaya Garcia,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86048s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 25, 2022",Tissues,Pan Daijing,Experimental,Independent Artist,"Berlin, Germany",James Gui,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86048s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 24, 2022",Rough and Beautiful Place,Mydreamfever,Electronic,Independent Artist,"Seoul, South Korea",CJ Simonson,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86048s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 21, 2022","Henry Kaiser and Alex Varty, Pacifica Koral Reef",Wadada Leo Smith,Jazz,577 Records,"Brooklyn, New York",John Morrison,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86048s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 20, 2022",Fingers Crossed,Artsick,Punk,Independent Artist,"Oakland, California",Jude Noel,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86048s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 19, 2022",Wit’s End,Mizmor,Metal,Independent Artist,"Portland, Oregon",Ben Salmon,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86047s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 18, 2022",Optimism,Jana Horn,Folk,Independent Artist,"Austin, Texas",Jim Allen,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86047s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 14, 2022",The D​-​Vine Spirituals Story: Volume 1,Various Artists,R&amp;B/Soul,D-Vine Spirituals,"Memphis, Tennessee",John Morrison,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86047s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 12, 2022",Asakusa Light,Soichi Terada,Electronic,Independent Artist,"Tokyo, Japan",Samuel Tornow,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86047s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 11, 2022",Muerte de un Salvaje,Observe Since ‘98,Hip-Hop/Rap,Observe since ‘98,"Madison, Wisconsin",J. Edward Keyes,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86046s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 10, 2022",Antidawn,Burial,Electronic,Independent Artist,"London, UK",Andy Beta,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86046s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 06, 2022",Gratitude,Abiodun Oyewole,Hip-Hop/Rap,Independent Artist,"New York, New York",Piotr Orlov,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86046s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 05, 2022",Archive Material,Silverbacks,Punk,Independent Artist,"Dublin, Ireland",Charlie Zaillian,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86046s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"December 17, 2021",The Time Of The Foxgloves,Michael Hurley,Folk,Independent Artist,"Astoria, Oregon",Marc Masters,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86045s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"December 16, 2021",Joltjacket,Ehiorobo,Alternative,Independent Artist,"Jersey City, New Jersey",Ann-Derrick Gaillot,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86045s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"December 15, 2021",Azure,SKY H1,Ambient,Independent Artist,"Brussels, Belgium",Joe Muggs,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86045s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"December 14, 2021",Think of the Lie,Home Front,Punk,LA VIDA ES UN MUS DISCOS,"London, UK",JJ Skolnik,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86045s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"December 13, 2021",Samba in Seattle: Live at the Penthouse 1966​-​1968,Bola Sete,World,Tompkins Square,"San Francisco, California",Andy Beta,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86045s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"December 10, 2021",SHIFTING,Beatrice Deer,Pop,Independent Artist,"Montreal, Québec",Jude Noel,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86044s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"December 09, 2021",Unsubtle Magic,Ziemba,Pop,Independent Artist,"Los Angeles, California",Matt Mitchell,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86044s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"December 08, 2021",Genocide Pact,Genocide Pact,Metal,Independent Artist,"Washington, D.C., D.C.",Ben Salmon,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86044s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"December 07, 2021",Forfolks,Jeff Parker,Jazz,International Anthem,"Chicago, Illinois",Michael J. West,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86044s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"December 06, 2021",Open Arms to Open Us,Ben LaMar Gay,Jazz,International Anthem,"Chicago, Illinois",Michael J. West,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 86044s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
