Date,Album,Artist,Tags,Record_Label,Record_Label_Loc,Author
"May 18, 2020",Pantayo,Pantayo,Electronic,Independent Artist,"Toronto, Ontario",James Factora
"May 15, 2020",The Mosaic Of Transformation,Kaitlyn Aurelia Smith,Experimental,Independent Artist,"Los Angeles, California",Marcus J. Moore
"May 14, 2020",Acquiesce,TALSounds,Electronic,TALsounds,"Washington, D.C.",Sam Goldner
"May 13, 2020",They Call Me Disco,Ric Wilson and Terrace Martin,Hip-Hop/Rap,Ric Wilson,"Chicago, Illinois",Tara C. Mahadevan
"May 12, 2020",Carisma,Salt Cathedral,Pop,Independent Artist,"New York, New York",Richard Villegas
"May 08, 2020",A Heart So White,Jonny Nash & Suzanne Kraft,Ambient,Melody As Truth,"Amsterdam, Netherlands",Miles Bowe
"May 07, 2020",Opal Wand,Black Taffy,Electronic,Independent Artist,"Dallas, Texas",Will Schube
"May 06, 2020",Nehruvia: My Disregarded Thoughts,Bishop Nehru,Hip-Hop/Rap,Independent Artist,"New York, New York",Phillip Mlynar
"May 05, 2020",Yeo​-​Neun,Okkyung Lee,,okkyung lee,"Berlin, Germany",Marc Masters
"May 04, 2020",Dias Raros,Melenas,Alternative,Independent Artist,"Pamplona, Spain",Mariana Timony
"May 01, 2020",recovery girl,recovery girl,Electronic,galen tipton,"Portland, Oregon",Ed Blair
"April 30, 2020",Built To Spill Plays The Songs Of Daniel Johnston,Built to Spill,Rock,Built To Spill,"Boise, Idaho",Annie Zaleski
"April 29, 2020",Bobby Joe Hope,Jon McKiel,Alternative,Jon Mckiel,"Baie Verte, New Brunswick",Jesse Locke
"April 28, 2020",A Pennies Worth,KinKai,Hip-Hop/Rap,Independent Artist,"Manchester, UK",John Morrison
"April 27, 2020",Feral,RVG,Alternative,Independent Artist,"Preston, Australia",Sophie Weiner
"April 24, 2020",Innocent Country 2,Quelle Chris & Chris Keys,Hip-Hop/Rap,Quelle Chris,"Detroit, Michigan",Nate Patrin
"April 23, 2020",Isolation Therapy,Various Artists,Electronic,Stamp The Wax,"London, UK",Sean Keating
"April 22, 2020",Megawave,Dana Jean Phoenix & Powernerd,Electronic,Dana Jean Phoenix,"Toronto, Ontario",Samuel Tornow
"April 17, 2020",La Yarará,Malena Zavala,Pop,Independent Artist,"London, UK",Sarah Gooding
"April 16, 2020",Mestarin Kynsi,Oranssi Pazuzu,Metal,Independent Artist,Finland,Grayson Haver Currin
"April 15, 2020",Siti of Unguja,Siti Muharam,World,Independent Artist,"Zanzibar, Tanzania",Sylvia Ilahuka
"April 14, 2020",Resonance,Yumiko Morioka,Ambient,Métron Records,"New Forest District, UK",Marc Masters
"April 13, 2020",The Don Of Diamond Dreams,Shabazz Palaces,Hip-Hop/Rap,Independent Artist,"Seattle, Washington",Nate Patrin
"April 10, 2020",Forever,Midwife,Alternative,Independent Artist,Colorado,Andy O’Connor
"April 09, 2020","Doom Mix, Vol. IV",Various Artists,Experimental,Doom Trip,"Los Angeles, California",J. Edward Keyes
"April 08, 2020",The Experience of Repetition as Death,Clarice Jensen,Experimental,Independent Artist,NA,Marc Masters
"April 07, 2020",Jacqueline,Jackie Lynn,Rock,Independent Artist,"Franklin, Tennessee",Mariana Timony
"April 06, 2020",The Quarantine,Statik Selektah & Termanology,Hip-Hop/Rap,Termanology,"Lawrence, Massachusetts",Jordan Commandeur
"April 03, 2020",It Is What It Is,Thundercat,Electronic,Independent Artist,"Los Angeles, California",Max Bell
"April 02, 2020",Less of Everything,Es,Punk,Independent Artist,"London, UK",JJ Skolnik
"April 01, 2020",You Become The Mountain,Jeffrey Silverstein,,Independent Artist,"Portland, Oregon",Grayson Haver Currin
"March 31, 2020",Devouring Ruin,Wake,Metal,WAKE,"Calgary, Alberta",Grayson Haver Currin
"March 30, 2020",DJ​-​Kicks: Mr. Scruff,Mr. Scruff,Electronic,Independent Artist,"Manchester, UK",Michaelangelo Matos
"March 27, 2020",Floppy Disk Overdrive,Master Boot Record,Electronic,MASTER BOOT RECORD,"Rome, Italy",Andrew Parks
"March 26, 2020",DNA ACTIVATION,Witch Prophet,R&amp;B/Soul,Independent Artist,"Toronto, Ontario",John Morrison
"March 25, 2020",A Taste of Chicago,Jamie 3:26,Electronic,Independent Artist,"Rotterdam, Netherlands",John Morrison
"March 24, 2020",Yene Mircha,Hailu Mergia,World,Independent Artist,"Washington, D.C.",Michael J. West
"March 23, 2020",AARUPA,Quinton Barnes,R&amp;B/Soul,Grimalkin Records,"Richmond, Virginia",Lorena Cupcake
"March 20, 2020",Jazz Is Dead 001,Adrian Younge and Ali Shaheed Muhammad,Jazz,Jazz Is Dead,"Los Angeles, California",Phillip Mlynar
"March 19, 2020",Take A Look In The Book,The Legendary Ingramettes,Devotional,Independent Artist,"Richmond, Virginia",John Morrison
"March 18, 2020",Pure Mud Volume 7,Prolaps,Electronic,Hausu Mountain Records,"Chicago, Illinois",Eli Schoop
"March 17, 2020",Every Bad,Porridge Radio,Alternative,Independent Artist,"London, UK",Max Freedman
"March 16, 2020",Scramblers,Container,Electronic,CONTAINER,"Saint Leonards, UK",Miles Bowe
"March 13, 2020",Live In Paris (1975),Pharoah Sanders,Jazz,Transversales Disques,"Paris, France",Marcus J. Moore
"March 12, 2020",Burst,Snarls,Rock,snarls,"Columbus, Ohio",Charlie Zaillian
"March 11, 2020",INTENTA: Experimental & Electronic Music From Switzerland 1981-1993,Various Artists,Experimental,Les Disques Bongo Joe,"Geneva, Switzerland",JJ Skolnik
"March 10, 2020",Operazione Piovra: The Lead Chronicles,Mortar Devotions,Alternative,Eighth Tower Records,Italy,Jordan Reyes
"March 09, 2020",Berlin Sessions,Brownout,Funk,Fat Beats Records,"Los Angeles, California",Max Bell
"March 06, 2020",Vigilance,Axebreaker,Experimental,Independent Artist,"Baltimore, Maryland",Kim Kelly
"March 05, 2020",Cha Cha Palace,Angelica Garcia,Pop,Angélica Garcia,"Los Angeles, California",Nilina Mason-Campbell
"March 04, 2020",Teenage Snuff Film,Rowland S. Howard,Alternative,Independent Artist,"Melbourne, Australia",Zachary Lipez
"March 03, 2020",purple moonlight pages,R.A.P. Ferreira,Hip-Hop/Rap,Independent Artist,"Nashville, Tennessee",Marcus J. Moore
"March 02, 2020",Mother,Cold Beat,Alternative,Independent Artist,California,J. Edward Keyes
"February 28, 2020",Batuco,Son Rompe Pera,World,AYA Records,"Los Angeles, California",Matthew Ismael Ruiz
"February 27, 2020",You Want It Real,lié,Punk,Independent Artist,"Vancouver, British Columbia",JJ Skolnik
"February 26, 2020",The Weather Up There,Jeremy Cunningham,Jazz,Independent Artist,"Chicago, Illinois",John Morrison
"February 25, 2020",Calypso,Gigi Masin,Ambient,Independent Artist,"Venezia, Italy",Andy Beta
"February 24, 2020",Heavy Tongue,Parlor Walls,Alternative,Independent Artist,"Brooklyn, New York",Andi Harriman
"February 21, 2020",Znayesh Yak? Rozkazhy,Svitlana Nianio & Oleksandr Yurchenko,Experimental,Night School,"Glasgow, UK",Mariana Timony
"February 20, 2020",Close to the Flame,Forever,Pop,Independent Artist,"Montreal, Québec",Alex Westfall
"February 18, 2020",Are You Gone,Sarah Harmer,Rock,Independent Artist,"Kingston, Ontario",Margaret Farrell
"February 14, 2020",Travel Time,Jacoti Sommes,Electronic,Orange Milk Records,NA,Max Bell
"February 13, 2020",Orígenes,Sotomayor,Latin,Independent Artist,"Mexico City, Mexico",Nilina Mason-Campbell
"February 12, 2020",3D Routine,Mush,Punk,Independent Artist,"Leeds, UK",Kerry Cardoza
"February 11, 2020",Season 2,Wildflower,Jazz,WILDFLOWER,"London, UK",Michael J. West
"February 10, 2020",Stupidmutaforma,Fera,Electronic,Maple Death Records,"Bologna, Italy",J. Edward Keyes
"February 07, 2020",The Big Exercise,The Homesick,Alternative,Independent Artist,"Dokkum, Netherlands",Annie Zaleski
"February 06, 2020",Dream Interpretation,Kazuya Nagaya,Ambient,Independent Artist,Japan,Ari Delaney
"February 05, 2020",Wake Up,Fat Tony and Taydex,Hip-Hop/Rap,Fat Tony,"Houston, Texas",Mike Madden
"February 04, 2020",Houses,Steve Spacek,R&amp;B/Soul,Independent Artist,Australia,John Morrison
"February 03, 2020",Tuareg Music of the Southern Sahara,Various Artists,World,Smithsonian Folkways Recordings,"Washington, D.C.",Tristan Bath
"January 31, 2020",Don’t Forget It,Prophet,Funk,Independent Artist,"Los Angeles, California",Max Bell
"January 30, 2020",The Anthology,Omar,R&amp;B/Soul,Independent Artist,"London, UK",Sean Keating
"January 29, 2020",Veraniegas,Kate Can Wait,Alternative,kate can wait,"Eugene, Oregon",Anna White
"January 28, 2020",Dwell,Recondite,Electronic,Independent Artist,"Berlin, Germany",Miles Bowe
"January 27, 2020",Frank & Sisters,Frank & His Sisters,World,Mississippi Records,"New York, New York",John Morrison
"January 24, 2020",Infinite Regress,Defiled,Metal,Independent Artist,"東京都, Japan",Andy O’Connor
"January 23, 2020",Nothing’s Going Wrong,Martha High,R&amp;B/Soul,Martha High and The Italian Royal Family,"Atlanta, Georgia",John Morrison
"January 22, 2020",Juillet,En Attendant Ana,Alternative,Independent Artist,"Paris, France",Max Freedman
"January 21, 2020",Create a Place,Mr. Wrong,Punk,Independent Artist,"Portland, Oregon",Kerry Cardoza
"January 17, 2020",Scis and Eksploio,Oval,Electronic,Independent Artist,"Berlin, Germany",Mark Richardson
"January 16, 2020",In Search Of The Lost City Of The Monkey God,The Sorcerers,Jazz,Independent Artist,"Leeds, UK",Andy Beta
"January 15, 2020",There Is No Year,Algiers,Alternative,Independent Artist,"Atlanta, Georgia",Ned Raggett
"January 14, 2020",nijimusi,OOIOO,Experimental,Independent Artist,Japan,Jesse Locke
"January 13, 2020",Erratics and Unconformities,Craven Faults,Electronic,Independent Artist,UK,Jonathan Williger
"January 10, 2020",Musica Infinita,Tino Contreras,Jazz,Arc Records,"London, UK",Marcus J. Moore
"January 09, 2020",終了していません (Not Finished),Knxwledge,Hip-Hop/Rap,Knxwledge.,"Tokyo, Japan",Max Bell
"January 08, 2020",Bad Ambassadors,Bad Ambassadors,R&amp;B/Soul,Independent Artist,"Chicago, Illinois",Phillip Mlynar
"January 07, 2020",Land of No Junction,Aoife Nessa Frances,,Ba Da Bing Records,"Providence, Rhode Island",Max Savage Levenson
"January 06, 2020",LE RAP2FILLES SOUTERRAINE,Various Artists,Hip-Hop/Rap,La Souterraine,"Saint Ouen Sur Seine, France",Phillip Mlynar
"December 06, 2019",Som das Luzis,Pedro Kastelijns,World,Independent Artist,"GO, Brazil",Amaya Garcia
"December 05, 2019",Equal Amounts Afraid,LA Timpa,R&amp;B/Soul,Independent Artist,NA,Phillip Mlynar
"December 04, 2019",Swungert,Colossal Squid,Experimental,Independent Artist,"London, UK",Andrew Parks
"December 03, 2019",Live Volume V,Fred Anderson Quartet,Jazz,FPE Records,"Oak Park, Illinois",Marcus J. Moore
"December 02, 2019",Own Pace,Medhane,Hip-Hop/Rap,Independent Artist,"Brooklyn, New York",Marcus J. Moore
"November 27, 2019",Andres IV,Andres,Hip-Hop/Rap,Andrés,"Detroit, Michigan",Phillip Mlynar
"November 26, 2019",R&S presents: More Time Records Vol 1,Various Artists,Electronic,More Time,"London, UK",Sarah Gooding
"November 25, 2019",A Private Picture,Fran,Alternative,Independent Artist,"Chicago, Illinois",Diamond Sharp
"November 22, 2019",Shlon,Omar Souleyman,Electronic,Independent Artist,Syrian Arab Republic,Andy Beta
"November 21, 2019",Information,Galcher Lustwerk,,Independent Artist,"New York, New York",Andrew Parks
"November 19, 2019",Sleepmoss,Meemo Comma,,Independent Artist,UK,April Clare Welsh
"November 18, 2019",Volume 1,KVL,,Independent Artist,"Chicago, Illinois",Marcus J. Moore
"November 15, 2019",Iowa Dream,Arthur Russell,,Independent Artist,"New York, New York",Annie Zaleski
"November 14, 2019",Songs From the Shore,Afuma,Experimental,Blank Forms Editions,"Brooklyn, New York",Phillip Mlynar
"November 13, 2019",Carbon,Ecker & Meulyzer,,Ecker &amp; Meulyzer,"Berlin, Germany",Jordan Reyes
"November 12, 2019",No Other Love: Midwest Gospel (1965​-​1978),Various Artists,,Tompkins Square,"San Francisco, California",Jim Allen
"November 11, 2019",Cake on Jupiter,Panic Girl,,Independent Artist,Germany,April Clare Welsh
"November 08, 2019",Anicca,Teebs,,Independent Artist,"Los Angeles, California",Tara C. Mahadevan
"November 07, 2019",Birds,Da Lata,,Independent Artist,UK,J. Edward Keyes
"November 06, 2019",Spring,Itasca,,Independent Artist,"Los Angeles, California",Rachel Davies
"November 05, 2019",Do No Harm,The Deer,,THE DƎER,"Austin, Texas",Grayson Haver Currin
"November 04, 2019",Darkest Light,Shana Falana,,Independent Artist,"Kingston, New York",Robert Rubsam
"November 01, 2019",Occulting Disk,Deathprod,,Independent Artist,"Oslo, Norway",Jordan Reyes
"October 31, 2019",Athena,Sudan Archives,,Independent Artist,"Los Angeles, California",Ann-Derrick Gaillot
"October 30, 2019",Networker,Omni,,Independent Artist,"Atlanta, Georgia",Max Savage Levenson
"October 29, 2019",Dark Thoughts,The Shivas,,Independent Artist,"Portland, Oregon",Mariana Timony
"October 28, 2019","Live In Kalisz, 1986",Sun Ra Arkestra,Jazz,Lanquidity Records,"London, UK",John Morrison
"October 25, 2019",The Ground Our Sky,Saariselka,,Independent Artist,"Oakland, California",Andrew Parks
"October 24, 2019",Subservient,Larry Gus,,Independent Artist,"Athens, Greece",Miles Bowe
"October 23, 2019",Crush,Floating Points,,Independent Artist,UK,Andy Beta
"October 22, 2019",Introducing,Bokoya,Jazz,Independent Artist,"Cologne, Germany",Phillip Mlynar
"October 21, 2019",Odds Against Tomorrow,Bill Orcutt,,Independent Artist,"San Francisco, California",Mark Richardson
"October 18, 2019",Diaspora,The Bedroom Witch,,Psychic Eye,"Oakland, California",Andra Nikolayi
"October 17, 2019",Suburban Exotica,Compro Oro,,Independent Artist,Belgium,Richard Gehr
"October 16, 2019",Starts Again,Tawiah,,Independent Artist,"London, UK",Phillip Mlynar
"October 15, 2019",Polyhymnia,Yazz Ahmed,,Independent Artist,UK,Britt Robson
"October 14, 2019",Um Dada,Stephen Mallinder,,Independent Artist,"Brighton, UK",Jordan Reyes
"October 11, 2019",Love Tape,Marquis Hill,,Independent Artist,"New York, New York",Philip Freeman
"October 10, 2019",Complicate Your Life With Violence,L’Orange & Jeremiah Jae,,L&#39;Orange,North Carolina,Mike Madden
"October 09, 2019",YOUR PSYCHE’S RAINBOW PANORAMA,Tony Njoku,,Independent Artist,UK,Phillip Mlynar
"October 08, 2019",Ripples,Husmo HAV,,Independent Artist,"Oslo, Norway",Philip Freeman
"October 07, 2019",All Mirrors,Angel Olsen,,Independent Artist,"Asheville, North Carolina",Allison Hussey
"October 04, 2019",Derin Derin,Baba Zula,,Independent Artist,"Istanbul, Turkey",Joshua Minsoo Kim
"October 03, 2019",Every And All We Voyage On,R. Elizabeth,,Night School,"Glasgow, UK",Jordan Reyes
"October 02, 2019",La Grande Cantatrice Malienne Vol. 1,Nahawa Doumbia,,Independent Artist,Mali,Marcus J. Moore
"October 01, 2019",Turn to Clear View,Joe Armon-Jones,,Independent Artist,"London, UK",Andy Thomas
"September 30, 2019",Pata Pata,Miriam Makeba,,Independent Artist,"Johannesburg, South Africa",Megan Iacobini de Fazio
"September 27, 2019",Ancient Mahogany Gold,SassyBlack,,Independent Artist,NA,Nate Patrin
"September 26, 2019",Chastity Belt,Chastity Belt,,Independent Artist,"Seattle, Washington",Mariana Timony
"September 25, 2019",PYJÆN,PYJÆN,Jazz,Independent Artist,"London, UK",Nilina Mason-Campbell
"September 24, 2019",Dynasty,Hua Li,,Independent Artist,"Montréal, Québec",Luke Ottenhof
"September 23, 2019",Lookout Low,Twin Peaks,,Independent Artist,"Chicago, Illinois",Eli Enis
"September 20, 2019",Peace Process,Run Child Run,Pop,Independent Artist,NA,Max Savage Levenson
"September 19, 2019",The Utopia Strong,The Utopia  Strong,Experimental,The Utopia Strong,UK,Dean Van Nguyen
"September 18, 2019",Aban,The Garifuna Collective,World,Independent Artist,belize,Diamond Sharp
"September 17, 2019",The Practice of Love,Jenny Hval,Experimental,Independent Artist,"Oslo, Norway",Erin Lyndal Martin
"September 16, 2019",Of the Sun,Trupa Trupa,Alternative,TRUPA TRUPA,"Gdańsk, Poland",Ned Raggett
"September 13, 2019",Alefa Madagascar,Various Artists,World,Indian Ocean,Madagascar,Tracy Jones
"September 12, 2019",Field Whispers (Into The Crystal Palace),Fire-Toolz,Electronic,Orange Milk Records,NA,Ed Blair
"September 11, 2019",Crooked,Kristin Hersh,Alternative,Independent Artist,"Providence, Rhode Island",Annie Zaleski
"September 10, 2019",Cairn,Mizmor,Metal,Independent Artist,"Portland, Oregon",Joseph Schafer
"September 09, 2019",Mèdaho,Kaleta & Super Yamba Band,World,Kaleta &amp; Super Yamba Band,New York,Richard Gehr
"September 06, 2019",Devour,Pharmakon,Experimental,Independent Artist,"New York, New York",Andrew Parks
"September 05, 2019",Venus in Leo,HTRK,Rock,Independent Artist,"Melbourne, Australia",Miguel Gallego
"September 04, 2019",Yemas,Indira Valey,Ambient,Antiquated Future Records,"Portland, Oregon",Diamond Sharp
"September 03, 2019",Ex Voto,Versus,Alternative,Independent Artist,"New York, New York",Patrick Rapa
"August 30, 2019",De Ayer Para Siempre,Mariachi Los Camperos,World,Independent Artist,"Los Angeles, California",Richard Gehr
"August 29, 2019",Everybody Split,Possible Humans,Rock,Independent Artist,"Melbourne, Australia",Stuart Berman
"August 28, 2019",A Distant Call,Sheer Mag,Rock,SHEER MAG,"Philadelphia, Pennsylvania",Max Savage Levenson
"August 27, 2019",Invitation To A Dream,Alcorn / McPhee / Vandermark,Jazz,Independent Artist,"Austin, Texas",John Morrison
"August 26, 2019",A Song For Paul,Ghost Funk Orchestra,Funk,Independent Artist,New York,J. Edward Keyes
"August 23, 2019",A Living Tradition: Selections from Folk​-​Legacy Records,Various Artists,,Smithsonian Folkways Recordings,"Washington, D.C.",Allison Hussey
"August 22, 2019",Re-Birth,Obuxum,Electronic,OBUXUM,"Toronto, Ontario",Diamond Sharp
"August 21, 2019",Anak Ko,Jay Som,Alternative,Independent Artist,"Los Angeles, California",Max Savage Levenson
"August 20, 2019","If you’re not afraid, I’m not afraid",Queen of Jeans,Alternative,Independent Artist,"Philadelphia, Pennsylvania",Max Savage Levenson
"August 19, 2019",Curse These Metal Hands,Conjurer and Pijn,Metal,Conjurer,"Rugby, UK",Zoe Camp
"August 15, 2019",Odious Descent Into Decay,Cerebral Rot,Metal,20 Buck Spin,"Pittsburgh, Pennsylvania",Patrick Lyons
"August 14, 2019",Death Drive,Debby Friday,Alternative,Deathbomb Arc,Hawaii,Kerry Cardoza
"August 12, 2019",I Luma,A. Billi Free & Tensei,R&amp;B/Soul,A. Billi Free,New Mexico,Chaka V. Grier
"August 09, 2019",Love & Nappyness,Matt Muse,R&amp;B/Soul,Independent Artist,NA,John Morrison
"August 08, 2019",Perfumed Earth,Purple Pilgrims,Alternative,Independent Artist,New Zealand,Loren DiBlasi
"August 06, 2019",Data Horde,Leech,Electronic,Independent Artist,"Los Angeles, California",Andra Nikolayi
"August 05, 2019","Ann Arbor Blues Festival 1969, Vol. 1 & 2",Various Artists,Blues,Third Man Records,"Nashville, Tennessee",John Morrison
"August 02, 2019",Keys 2 Kazi,C Keys & Kazi,Hip-Hop/Rap,Below System Records,"Almelo, The Netherlands",Phillip Mlynar
"August 01, 2019",Parted Plains,Ami Dang,Ambient,Independent Artist,"Baltimore, Maryland",Amaya Garcia
"July 31, 2019",Blood Year,Russian Circles,Metal,Independent Artist,"Chicago, Illinois",David Anthony
"July 30, 2019",Be Urself,Pascale Project,Electronic,Orange Milk Records,NA,Jake Hulyer
"July 29, 2019",Out of the Box,The Young Sinclairs,Rock,Requiem Pour Un Twister,"Paris, France",Stuart Berman
